customer_no,recency_days,frequency,monetary,R_bin,F_bin,M_bin,R_score,F_score,M_score,RFM_code,RFM_segment
17213,40,8,15703.05,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
17214,60,6,3924.5,"(35.0, 75.0]","(5.0, 207.0]","(3327.398, 6838.912]",3,4,3,343,Loyal
17217,234,1,362.32,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17218,4,10,10829.63,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17219,31,1,1023.12,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17220,24,14,22602.78,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17221,7,2,2330.17,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
17222,65,1,1674.89,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
17223,310,2,1539.24,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17226,308,1,4564.79,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17227,18,6,8379.13,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
17228,15,8,16008.42,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17229,96,2,1540.58,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17230,264,9,20420.64,"(185.0, 373.0]","(5.0, 207.0]","(14660.55, 2112282.03]",1,4,5,145,Lost
17231,12,12,25669.56,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17232,2,2,1286.72,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17233,35,1,1538.32,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17234,182,2,5283.24,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17235,25,2,2629.16,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17236,12,7,5520.41,"(-0.001, 14.0]","(5.0, 207.0]","(3327.398, 6838.912]",5,4,3,543,Loyal
17237,11,2,1216.79,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17238,2,17,19801.69,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17239,312,1,1929.26,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17242,108,2,6768.46,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17243,1,26,39657.42,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17244,53,1,6955.96,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
17245,204,1,944.37,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17246,165,1,14.5,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
17247,15,1,678.79,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17248,120,2,9575.01,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
17249,262,1,5590.46,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17250,3,2,1487.43,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17251,362,1,1417.69,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17252,116,2,2340.81,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17253,18,1,611.51,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17254,4,2,1596.47,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
17255,40,2,2684.04,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
17256,107,2,1685.32,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17259,148,2,4800.67,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17262,52,5,5045.55,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
17263,208,1,433.96,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17265,138,2,4510.12,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17266,2,3,1239.4,"(-0.001, 14.0]","(2.0, 3.0]","(5.968999999999999, 1491.454]",5,2,1,521,Lost
17267,127,2,1942.75,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17268,107,4,9436.12,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17272,42,4,20426.73,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
17274,35,2,8292.4,"(14.0, 35.0]","(0.999, 2.0]","(6838.912, 14660.55]",4,1,4,414,Lost
17277,227,2,5498.83,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17278,241,1,2037.82,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17279,57,1,678.42,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17282,130,3,20742.68,"(75.0, 185.0]","(2.0, 3.0]","(14660.55, 2112282.03]",2,2,5,225,About to Sleep
17283,144,1,2077.87,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17284,60,6,15590.75,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
17286,21,2,1378.68,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17287,26,7,6819.96,"(14.0, 35.0]","(5.0, 207.0]","(3327.398, 6838.912]",4,4,3,443,Loyal
17288,9,7,11055.94,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17289,31,3,6204.55,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
17290,3,2,2598.72,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
17291,308,1,1302.48,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17293,8,9,12871.26,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17295,28,3,3499.32,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
17297,17,1,821.81,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17298,101,3,5228.52,"(75.0, 185.0]","(2.0, 3.0]","(3327.398, 6838.912]",2,2,3,223,Needs Attention
17299,11,4,7220.39,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
17301,21,1,1711.09,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17302,14,5,6686.48,"(-0.001, 14.0]","(3.0, 5.0]","(3327.398, 6838.912]",5,3,3,533,Potential Loyalist
17303,98,2,4670.49,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17306,10,19,120657.73,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17308,42,1,86.15,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17309,95,1,505.0,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
17310,42,3,7753.84,"(35.0, 75.0]","(2.0, 3.0]","(6838.912, 14660.55]",3,2,4,324,Lost
17311,78,2,11601.38,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
17312,138,4,4500.12,"(75.0, 185.0]","(3.0, 5.0]","(3327.398, 6838.912]",2,3,3,233,Needs Attention
17313,31,1,16757.32,"(14.0, 35.0]","(0.999, 2.0]","(14660.55, 2112282.03]",4,1,5,415,Lost
17314,24,8,21975.22,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17315,1,36,44542.2,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17316,164,1,845.26,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
17317,46,4,14468.52,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
17320,100,4,8484.14,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17321,8,3,5008.89,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
17322,254,1,67.78,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17323,15,7,8058.05,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
17324,17,4,9448.68,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
17325,190,2,998.42,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17326,295,1,52.02,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17329,14,2,1398.77,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17330,22,2,1602.84,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17331,123,1,343.52,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
17333,85,4,10323.02,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17334,302,2,3543.6,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17337,151,4,15013.15,"(75.0, 185.0]","(3.0, 5.0]","(14660.55, 2112282.03]",2,3,5,235,Lost
17338,17,8,38595.23,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17339,94,2,1807.84,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17340,29,11,73680.41,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17341,156,3,5751.09,"(75.0, 185.0]","(2.0, 3.0]","(3327.398, 6838.912]",2,2,3,223,Needs Attention
17343,355,1,772.46,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17344,46,1,841.05,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17345,15,4,3198.59,"(14.0, 35.0]","(3.0, 5.0]","(1491.454, 3327.398]",4,3,2,432,Potential Loyalist
17346,3,15,16694.78,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17347,86,1,2449.44,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17348,14,5,14643.91,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
17349,179,1,1261.41,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
17350,8,4,8210.37,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
17351,36,3,1760.08,"(35.0, 75.0]","(2.0, 3.0]","(1491.454, 3327.398]",3,2,2,322,Needs Attention
17353,129,3,7057.27,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
17354,50,1,11739.66,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
17355,337,1,10079.13,"(185.0, 373.0]","(0.999, 2.0]","(6838.912, 14660.55]",1,1,4,114,Hibernating
17356,311,1,1884.14,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17357,24,2,1965.91,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17358,303,4,6541.58,"(185.0, 373.0]","(3.0, 5.0]","(3327.398, 6838.912]",1,3,3,133,Lost
17359,11,1,996.59,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17360,17,3,4003.0,"(14.0, 35.0]","(2.0, 3.0]","(3327.398, 6838.912]",4,2,3,423,Potential Loyalist
17361,49,3,2109.43,"(35.0, 75.0]","(2.0, 3.0]","(1491.454, 3327.398]",3,2,2,322,Needs Attention
17362,239,2,2277.58,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17364,0,11,30254.25,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17365,12,8,51335.57,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17367,238,1,1710.14,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17368,23,8,16188.15,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17369,136,1,5774.15,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17370,72,4,5991.94,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
17371,17,4,5646.26,"(14.0, 35.0]","(3.0, 5.0]","(3327.398, 6838.912]",4,3,3,433,Potential Loyalist
17372,40,8,9052.58,"(35.0, 75.0]","(5.0, 207.0]","(6838.912, 14660.55]",3,4,4,344,Loyal
17373,40,4,4701.04,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
17374,218,2,1379.4,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17375,199,3,4141.13,"(185.0, 373.0]","(2.0, 3.0]","(3327.398, 6838.912]",1,2,3,123,Hibernating
17376,70,2,1089.75,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17377,23,20,24976.42,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17379,11,1,4121.82,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
17381,8,29,281942.68,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17382,65,1,297.6,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17383,4,1,925.64,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17384,19,2,1184.91,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17385,14,2,5542.39,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
17386,7,6,17650.06,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17387,19,2,5361.43,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
17388,77,4,12241.47,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17389,0,34,98926.42,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17391,24,3,15402.14,"(14.0, 35.0]","(2.0, 3.0]","(14660.55, 2112282.03]",4,2,5,425,Lost
17392,306,2,3704.19,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17393,207,2,3206.24,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17394,219,1,2679.65,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17396,39,7,28031.5,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
17397,22,2,3317.06,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17398,114,3,3846.61,"(75.0, 185.0]","(2.0, 3.0]","(3327.398, 6838.912]",2,2,3,223,Needs Attention
17400,126,5,13248.59,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17401,21,1,14.61,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
17402,4,12,9185.49,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17403,36,1,1487.71,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17404,4,13,365681.2,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17405,1,3,7674.74,"(-0.001, 14.0]","(2.0, 3.0]","(6838.912, 14660.55]",5,2,4,524,Lost
17406,333,3,11713.77,"(185.0, 373.0]","(2.0, 3.0]","(6838.912, 14660.55]",1,2,4,124,Hibernating
17408,73,2,7022.95,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
17409,184,2,1805.25,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17410,16,5,6855.93,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
17411,12,3,3451.94,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
17412,2,7,7409.18,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17414,43,2,22330.2,"(35.0, 75.0]","(0.999, 2.0]","(14660.55, 2112282.03]",3,1,5,315,Lost
17415,79,1,1689.3,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17416,29,7,48472.49,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17418,42,2,3375.43,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
17419,11,12,22897.82,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17420,50,3,2351.04,"(35.0, 75.0]","(2.0, 3.0]","(1491.454, 3327.398]",3,2,2,322,Needs Attention
17422,16,6,22767.13,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
17423,46,2,5420.0,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
17425,19,2,4578.12,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
17426,8,6,33313.03,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17427,71,1,451.82,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
17428,0,28,99827.67,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17429,128,4,7470.55,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17430,32,2,2158.02,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17431,182,2,3325.25,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17432,18,2,2477.87,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17433,88,1,2146.31,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17434,2,10,64654.95,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17436,1,2,877.26,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17438,253,1,1453.79,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17440,156,3,2712.66,"(75.0, 185.0]","(2.0, 3.0]","(1491.454, 3327.398]",2,2,2,222,Needs Attention
17442,36,6,17327.63,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
17443,219,1,5715.36,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17444,151,2,23143.71,"(75.0, 185.0]","(0.999, 2.0]","(14660.55, 2112282.03]",2,1,5,215,About to Sleep
17446,88,3,8639.39,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
17447,40,2,5033.44,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
17449,2,8,13054.8,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17450,8,46,891438.53,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17451,1,7,11227.88,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17453,17,3,2414.67,"(14.0, 35.0]","(2.0, 3.0]","(1491.454, 3327.398]",4,2,2,422,Potential Loyalist
17454,192,4,2209.34,"(185.0, 373.0]","(3.0, 5.0]","(1491.454, 3327.398]",1,3,2,132,Lost
17455,203,1,512.94,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17456,365,1,2531.46,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17457,126,5,10246.09,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
17458,15,2,1646.43,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
17459,43,2,6007.98,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
17460,94,6,3056.58,"(75.0, 185.0]","(5.0, 207.0]","(1491.454, 3327.398]",2,4,2,242,Lost
17461,22,3,8906.26,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
17462,60,2,2777.29,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
17463,16,5,12185.75,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
17464,158,1,2552.5,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
17466,10,2,2729.72,"(-0.001, 14.0]","(0.999, 2.0]","(1491.454, 3327.398]",5,1,2,512,Lost
17468,10,2,716.6,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
17469,16,5,6751.38,"(14.0, 35.0]","(3.0, 5.0]","(3327.398, 6838.912]",4,3,3,433,Potential Loyalist
17470,44,5,17963.37,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
17472,191,3,5463.14,"(185.0, 373.0]","(2.0, 3.0]","(3327.398, 6838.912]",1,2,3,123,Hibernating
17475,60,2,2427.22,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
17480,77,1,3988.76,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
17481,3,4,10079.0,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
17483,65,3,2381.72,"(35.0, 75.0]","(2.0, 3.0]","(1491.454, 3327.398]",3,2,2,322,Needs Attention
17486,261,1,2364.34,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17489,58,3,5457.99,"(35.0, 75.0]","(2.0, 3.0]","(3327.398, 6838.912]",3,2,3,323,Needs Attention
17490,0,7,13538.07,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
17491,1,10,20737.08,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17492,248,1,1972.54,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17493,214,2,4943.05,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
17495,7,3,2339.95,"(-0.001, 14.0]","(2.0, 3.0]","(1491.454, 3327.398]",5,2,2,522,Potential Loyalist
17496,358,1,1087.48,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
17497,0,2,16972.33,"(-0.001, 14.0]","(0.999, 2.0]","(14660.55, 2112282.03]",5,1,5,515,Lost
17498,75,1,4316.72,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
17499,154,2,14661.88,"(75.0, 185.0]","(0.999, 2.0]","(14660.55, 2112282.03]",2,1,5,215,About to Sleep
17500,17,4,2472.48,"(14.0, 35.0]","(3.0, 5.0]","(1491.454, 3327.398]",4,3,2,432,Potential Loyalist
17501,220,2,1935.53,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
17502,9,6,15611.6,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
17503,2,2,4215.73,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
17504,206,9,20128.4,"(185.0, 373.0]","(5.0, 207.0]","(14660.55, 2112282.03]",1,4,5,145,Lost
17505,161,2,6872.78,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
17506,75,1,1734.38,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
